,Date,home,visitor,hgoal,vgoal
1839,14/05/2017,Chicago Fire,Seattle Sounders,4,1
1840,14/05/2017,Portland Timbers,Atlanta United,1,1
1841,14/05/2017,New York Red Bulls,Los Angeles Galaxy,1,3
1842,15/05/2017,FC Dallas,New York City,1,1
1843,18/05/2017,Philadelphia Union,Houston Dynamo,2,0
1844,18/05/2017,Chicago Fire,Colorado Rapids,3,0
1845,18/05/2017,Sporting Kansas City,Seattle Sounders,3,0
1846,18/05/2017,Real Salt Lake,New York City,2,1
1847,18/05/2017,San Jose Earthquakes,Orlando City,1,1
1848,20/05/2017,New York Red Bulls,Toronto FC,1,1
1849,20/05/2017,Montreal Impact,Portland Timbers,4,1
1850,20/05/2017,DC United,Chicago Fire,0,1
1851,20/05/2017,Seattle Sounders,Real Salt Lake,1,0
1852,21/05/2017,Atlanta United,Houston Dynamo,4,1
1853,21/05/2017,Philadelphia Union,Colorado Rapids,2,1
1854,21/05/2017,Vancouver Whitecaps,Sporting Kansas City,2,0
1855,21/05/2017,FC Dallas,San Jose Earthquakes,0,1
1856,21/05/2017,New England Revolution,Columbus Crew,2,1
1857,21/05/2017,Minnesota United,Los Angeles Galaxy,1,2
1858,22/05/2017,Orlando City,New York City,0,3
1859,26/05/2017,Chicago Fire,FC Dallas,2,1
1860,27/05/2017,Toronto FC,Columbus Crew,5,0
1861,27/05/2017,Seattle Sounders,Portland Timbers,1,0
1862,28/05/2017,Vancouver Whitecaps,DC United,0,1
1863,28/05/2017,New York Red Bulls,New England Revolution,2,1
1864,28/05/2017,Colorado Rapids,Sporting Kansas City,1,0
1865,28/05/2017,Minnesota United,Orlando City,1,0
1866,28/05/2017,Real Salt Lake,Philadelphia Union,1,0
1867,28/05/2017,San Jose Earthquakes,Los Angeles Galaxy,2,4
1868,28/05/2017,Atlanta United,New York City,3,1
1869,29/05/2017,FC Dallas,Houston Dynamo,0,0
1870,01/06/2017,Columbus Crew,Seattle Sounders,3,0
1871,01/06/2017,New York City,New England Revolution,2,2
1872,01/06/2017,Orlando City,DC United,2,0
1873,01/06/2017,Houston Dynamo,Real Salt Lake,5,1
1874,03/06/2017,Portland Timbers,San Jose Earthquakes,2,0
1875,03/06/2017,New York City,Philadelphia Union,2,1
1876,03/06/2017,Sporting Kansas City,Minnesota United,3,0
1877,03/06/2017,Vancouver Whitecaps,Atlanta United,3,1
1878,04/06/2017,DC United,Los Angeles Galaxy,0,0
1879,04/06/2017,Montreal Impact,New York Red Bulls,1,0
1880,04/06/2017,New England Revolution,Toronto FC,3,0
1881,04/06/2017,FC Dallas,Real Salt Lake,6,2
1882,04/06/2017,Colorado Rapids,Columbus Crew,2,1
1883,05/06/2017,Orlando City,Chicago Fire,0,0
1884,05/06/2017,Seattle Sounders,Houston Dynamo,1,0
1885,10/06/2017,Chicago Fire,Atlanta United,2,0
1886,11/06/2017,Sporting Kansas City,Montreal Impact,1,1
1887,11/06/2017,Portland Timbers,FC Dallas,2,0
1888,17/06/2017,New York City,Seattle Sounders,2,1
1889,18/06/2017,Atlanta United,Columbus Crew,3,1
1890,18/06/2017,New England Revolution,Chicago Fire,1,2
1891,18/06/2017,Orlando City,Montreal Impact,3,3
1892,18/06/2017,Toronto FC,DC United,2,0
1893,18/06/2017,San Jose Earthquakes,Sporting Kansas City,0,0
1894,18/06/2017,Colorado Rapids,Portland Timbers,2,1
1895,18/06/2017,Real Salt Lake,Minnesota United,1,0
1896,18/06/2017,Vancouver Whitecaps,FC Dallas,1,1
1897,18/06/2017,Los Angeles Galaxy,Houston Dynamo,2,2
1898,18/06/2017,Philadelphia Union,New York Red Bulls,0,2
1899,22/06/2017,DC United,Atlanta United,2,1
1900,22/06/2017,Minnesota United,Portland Timbers,3,2
1901,22/06/2017,Colorado Rapids,Los Angeles Galaxy,1,3
1902,22/06/2017,Seattle Sounders,Orlando City,1,1
1903,24/06/2017,Toronto FC,New England Revolution,2,0
1904,24/06/2017,Houston Dynamo,FC Dallas,1,1
1905,24/06/2017,New York Red Bulls,New York City,0,2
1906,25/06/2017,Atlanta United,Colorado Rapids,1,0
1907,25/06/2017,Philadelphia Union,DC United,1,0
1908,25/06/2017,Columbus Crew,Montreal Impact,4,1
1909,25/06/2017,Minnesota United,Vancouver Whitecaps,2,2
1910,25/06/2017,Chicago Fire,Orlando City,4,0
1911,25/06/2017,Los Angeles Galaxy,Sporting Kansas City,1,2
1912,25/06/2017,San Jose Earthquakes,Real Salt Lake,2,1
1913,26/06/2017,Portland Timbers,Seattle Sounders,2,2
1914,30/06/2017,New York City,Minnesota United,3,1
1915,01/07/2017,Real Salt Lake,Orlando City,0,1
1916,02/07/2017,Chicago Fire,Vancouver Whitecaps,4,0
1917,02/07/2017,FC Dallas,Toronto FC,3,1
1918,02/07/2017,Montreal Impact,DC United,2,0
1919,02/07/2017,Sporting Kansas City,Portland Timbers,1,1
1920,02/07/2017,Columbus Crew,Atlanta United,0,2
1921,02/07/2017,Colorado Rapids,Houston Dynamo,3,1
1922,02/07/2017,San Jose Earthquakes,Los Angeles Galaxy,2,1
1923,02/07/2017,Philadelphia Union,New England Revolution,3,0
1924,05/07/2017,Atlanta United,San Jose Earthquakes,4,2
1925,05/07/2017,Minnesota United,Columbus Crew,0,1
1926,05/07/2017,FC Dallas,DC United,4,2
1927,05/07/2017,Colorado Rapids,Seattle Sounders,1,3
1928,05/07/2017,Los Angeles Galaxy,Real Salt Lake,2,6
1929,06/07/2017,New England Revolution,New York Red Bulls,2,3
1930,06/07/2017,Orlando City,Toronto FC,1,3
1931,06/07/2017,Houston Dynamo,Montreal Impact,3,1
1932,06/07/2017,Vancouver Whitecaps,New York City,3,2
1933,06/07/2017,Portland Timbers,Chicago Fire,2,2
1934,07/07/2017,Sporting Kansas City,Philadelphia Union,1,1
1935,20/07/2017,Montreal Impact,Philadelphia Union,2,1
1936,20/07/2017,New York City,Toronto FC,2,2
1937,20/07/2017,New York Red Bulls,San Jose Earthquakes,5,1
1938,20/07/2017,Minnesota United,Houston Dynamo,0,0
1939,20/07/2017,Los Angeles Galaxy,Vancouver Whitecaps,0,1
1940,20/07/2017,Portland Timbers,Real Salt Lake,1,4
1941,20/07/2017,Seattle Sounders,DC United,4,3
1942,22/07/2017,Orlando City,Atlanta United,0,1
1943,22/07/2017,New York City,Chicago Fire,2,1
1944,22/07/2017,Minnesota United,New York Red Bulls,0,3
1945,23/07/2017,DC United,Houston Dynamo,1,3
1946,23/07/2017,Toronto FC,Colorado Rapids,1,1
1947,23/07/2017,Columbus Crew,Philadelphia Union,1,0
1948,23/07/2017,Montreal Impact,FC Dallas,1,2
1949,23/07/2017,New England Revolution,Los Angeles Galaxy,4,3
1950,23/07/2017,Real Salt Lake,Sporting Kansas City,1,1
1951,23/07/2017,Vancouver Whitecaps,Portland Timbers,1,2
1952,24/07/2017,Seattle Sounders,San Jose Earthquakes,3,0
1953,27/07/2017,Philadelphia Union,Columbus Crew,3,0
1954,29/07/2017,Atlanta United,Orlando City,1,1
1955,30/07/2017,New England Revolution,Philadelphia Union,3,0
1956,30/07/2017,New York Red Bulls,Montreal Impact,4,0
1957,30/07/2017,FC Dallas,Vancouver Whitecaps,0,4
1958,30/07/2017,Houston Dynamo,Portland Timbers,2,2
1959,30/07/2017,Minnesota United,DC United,4,0
1960,30/07/2017,Real Salt Lake,Columbus Crew,2,2
1961,30/07/2017,San Jose Earthquakes,Colorado Rapids,1,0
1962,30/07/2017,Sporting Kansas City,Chicago Fire,3,2
1963,30/07/2017,Los Angeles Galaxy,Seattle Sounders,0,0
1964,30/07/2017,Toronto FC,New York City,4,0
1965,06/08/2017,DC United,Toronto FC,1,1
1966,06/08/2017,Philadelphia Union,FC Dallas,3,1
1967,06/08/2017,Montreal Impact,Orlando City,2,1
1968,06/08/2017,Minnesota United,Seattle Sounders,0,4
1969,06/08/2017,Chicago Fire,New England Revolution,4,1
1970,06/08/2017,Colorado Rapids,Vancouver Whitecaps,2,2
1971,06/08/2017,Real Salt Lake,Houston Dynamo,0,0
1972,06/08/2017,San Jose Earthquakes,Columbus Crew,2,1
1973,06/08/2017,Portland Timbers,Los Angeles Galaxy,3,1
1974,06/08/2017,New York City,New York Red Bulls,3,2
1975,07/08/2017,Sporting Kansas City,Atlanta United,1,1
1976,12/08/2017,Seattle Sounders,Sporting Kansas City,1,0
1977,12/08/2017,Toronto FC,Portland Timbers,4,1
1978,13/08/2017,Columbus Crew,Chicago Fire,3,1
1979,13/08/2017,New York Red Bulls,Orlando City,3,1
1980,13/08/2017,FC Dallas,Colorado Rapids,0,0
1981,13/08/2017,New England Revolution,Vancouver Whitecaps,1,0
1982,13/08/2017,Philadelphia Union,Montreal Impact,0,3
1983,13/08/2017,Houston Dynamo,San Jose Earthquakes,3,0
1984,13/08/2017,Los Angeles Galaxy,New York City,0,2
1985,14/08/2017,DC United,Real Salt Lake,0,1
1986,17/08/2017,Montreal Impact,Chicago Fire,3,0
1987,19/08/2017,Portland Timbers,New York Red Bulls,2,0
1988,20/08/2017,Montreal Impact,Real Salt Lake,3,1
1989,20/08/2017,Orlando City,Columbus Crew,1,1
1990,20/08/2017,Chicago Fire,Toronto FC,1,3
1991,20/08/2017,Sporting Kansas City,FC Dallas,2,0
1992,20/08/2017,Colorado Rapids,DC United,0,1
1993,20/08/2017,Vancouver Whitecaps,Houston Dynamo,2,1
1994,20/08/2017,San Jose Earthquakes,Philadelphia Union,2,2
1995,20/08/2017,New York City,New England Revolution,2,1
1996,21/08/2017,Seattle Sounders,Minnesota United,2,1
1997,24/08/2017,Columbus Crew,Los Angeles Galaxy,2,0
1998,24/08/2017,DC United,Atlanta United,1,0
1999,24/08/2017,FC Dallas,Houston Dynamo,3,3
2000,24/08/2017,Toronto FC,Philadelphia Union,3,0
2001,24/08/2017,Real Salt Lake,San Jose Earthquakes,4,0
2002,24/08/2017,Vancouver Whitecaps,Seattle Sounders,1,1
2003,24/08/2017,Portland Timbers,Colorado Rapids,2,1
2004,26/08/2017,New York Red Bulls,New York City,1,1
2005,27/08/2017,DC United,New England Revolution,1,0
2006,27/08/2017,Philadelphia Union,Atlanta United,2,2
2007,27/08/2017,Columbus Crew,FC Dallas,2,1
2008,27/08/2017,Orlando City,Vancouver Whitecaps,1,2
2009,27/08/2017,Chicago Fire,Minnesota United,1,2
2010,27/08/2017,Real Salt Lake,Colorado Rapids,4,1
2011,27/08/2017,Montreal Impact,Toronto FC,1,3
2012,28/08/2017,Los Angeles Galaxy,San Jose Earthquakes,0,3
2013,28/08/2017,Seattle Sounders,Portland Timbers,1,1
2014,03/09/2017,Montreal Impact,Chicago Fire,0,1
2015,03/09/2017,New England Revolution,Orlando City,4,0
2016,03/09/2017,FC Dallas,New York Red Bulls,2,2
2017,03/09/2017,Los Angeles Galaxy,Colorado Rapids,3,0
2018,07/09/2017,New York City,Sporting Kansas City,1,0
2019,09/09/2017,Chicago Fire,New York Red Bulls,1,1
2020,09/09/2017,Toronto FC,San Jose Earthquakes,4,0
2021,09/09/2017,New York City,Portland Timbers,0,1
2022,10/09/2017,DC United,Orlando City,1,2
2023,10/09/2017,New England Revolution,Montreal Impact,1,0
2024,10/09/2017,Minnesota United,Philadelphia Union,1,1
2025,10/09/2017,Houston Dynamo,Colorado Rapids,0,1
2026,10/09/2017,Vancouver Whitecaps,Real Salt Lake,3,2
2027,10/09/2017,Columbus Crew,Sporting Kansas City,1,1
2028,10/09/2017,Atlanta United,FC Dallas,3,0
2029,11/09/2017,Seattle Sounders,Los Angeles Galaxy,1,1
2030,14/09/2017,Atlanta United,New England Revolution,7,0
2031,14/09/2017,Vancouver Whitecaps,Minnesota United,3,0
2032,16/09/2017,Atlanta United,Orlando City,3,3
2033,17/09/2017,Vancouver Whitecaps,Columbus Crew,2,2
2034,17/09/2017,Montreal Impact,Minnesota United,2,3
2035,17/09/2017,FC Dallas,Seattle Sounders,0,0
2036,17/09/2017,Chicago Fire,DC United,3,0
2037,17/09/2017,Sporting Kansas City,New England Revolution,3,1
2038,17/09/2017,Colorado Rapids,New York City,1,1
2039,17/09/2017,Real Salt Lake,Portland Timbers,2,1
2040,17/09/2017,Los Angeles Galaxy,Toronto FC,0,4
2041,17/09/2017,San Jose Earthquakes,Houston Dynamo,1,0
2042,17/09/2017,New York Red Bulls,Philadelphia Union,0,0
2043,21/09/2017,Atlanta United,Los Angeles Galaxy,4,0
2044,21/09/2017,Toronto FC,Montreal Impact,3,5
2045,23/09/2017,New York City,Houston Dynamo,1,1
2046,23/09/2017,New England Revolution,Toronto FC,2,1
2047,24/09/2017,DC United,San Jose Earthquakes,4,0
2048,24/09/2017,Philadelphia Union,Chicago Fire,3,1
2049,24/09/2017,Columbus Crew,New York Red Bulls,3,2
2050,24/09/2017,Minnesota United,FC Dallas,4,1
2051,24/09/2017,Real Salt Lake,Seattle Sounders,2,0
2052,24/09/2017,Vancouver Whitecaps,Colorado Rapids,2,1
2053,24/09/2017,Sporting Kansas City,Los Angeles Galaxy,2,1
2054,24/09/2017,Atlanta United,Montreal Impact,2,0
2055,25/09/2017,Portland Timbers,Orlando City,3,0
2056,28/09/2017,Atlanta United,Philadelphia Union,3,0
2057,28/09/2017,Montreal Impact,New York City,0,1
2058,28/09/2017,New York Red Bulls,DC United,3,3
2059,28/09/2017,Orlando City,New England Revolution,6,1
2060,28/09/2017,FC Dallas,Colorado Rapids,2,0
2061,28/09/2017,Houston Dynamo,Los Angeles Galaxy,3,3
2062,28/09/2017,San Jose Earthquakes,Chicago Fire,1,4
2063,28/09/2017,Seattle Sounders,Vancouver Whitecaps,3,0
2064,30/09/2017,Orlando City,FC Dallas,0,0
2065,01/10/2017,Toronto FC,New York Red Bulls,4,2
2066,01/10/2017,Columbus Crew,DC United,2,0
2067,01/10/2017,New England Revolution,Atlanta United,0,0
2068,01/10/2017,Chicago Fire,New York City,1,1
2069,01/10/2017,Houston Dynamo,Minnesota United,2,1
2070,01/10/2017,Colorado Rapids,Montreal Impact,2,1
2071,01/10/2017,Sporting Kansas City,Vancouver Whitecaps,0,1
2072,01/10/2017,Los Angeles Galaxy,Real Salt Lake,1,1
2073,01/10/2017,San Jose Earthquakes,Portland Timbers,2,1
2074,01/10/2017,Philadelphia Union,Seattle Sounders,2,0
2075,04/10/2017,Atlanta United,Minnesota United,2,3
2076,07/10/2017,New York Red Bulls,Vancouver Whitecaps,3,0
2077,08/10/2017,Minnesota United,Sporting Kansas City,1,1
2078,08/10/2017,Colorado Rapids,FC Dallas,1,1
2079,12/10/2017,Houston Dynamo,Sporting Kansas City,2,1
2080,15/10/2017,Chicago Fire,Philadelphia Union,3,2
2081,15/10/2017,New England Revolution,New York City,2,1
2082,15/10/2017,New York Red Bulls,Atlanta United,0,0
2083,15/10/2017,Orlando City,Columbus Crew,0,1
2084,15/10/2017,Toronto FC,Montreal Impact,1,0
2085,16/10/2017,Colorado Rapids,Real Salt Lake,1,0
2086,16/10/2017,Los Angeles Galaxy,Minnesota United,3,0
2087,16/10/2017,Portland Timbers,DC United,4,0
2088,16/10/2017,Seattle Sounders,FC Dallas,4,0
2089,16/10/2017,Sporting Kansas City,Houston Dynamo,0,0
2090,16/10/2017,Vancouver Whitecaps,San Jose Earthquakes,1,1
2091,22/10/2017,Atlanta United,Toronto FC,2,2
2092,22/10/2017,DC United,New York Red Bulls,1,2
2093,22/10/2017,FC Dallas,Los Angeles Galaxy,5,1
2094,22/10/2017,Houston Dynamo,Chicago Fire,3,0
2095,22/10/2017,Montreal Impact,New England Revolution,2,3
2096,22/10/2017,New York City,Columbus Crew,2,2
2097,22/10/2017,Philadelphia Union,Orlando City,6,1
2098,22/10/2017,Portland Timbers,Vancouver Whitecaps,2,1
2099,22/10/2017,Real Salt Lake,Sporting Kansas City,2,1
2100,22/10/2017,San Jose Earthquakes,Minnesota United,3,2
2101,22/10/2017,Seattle Sounders,Colorado Rapids,3,0
2102,26/10/2017,Chicago Fire,New York Red Bulls,0,4
2103,26/10/2017,Vancouver Whitecaps,San Jose Earthquakes,5,0
2104,27/10/2017,Atlanta United,Columbus Crew,0,0
2105,27/10/2017,Houston Dynamo,Sporting Kansas City,0,0
2106,30/10/2017,Vancouver Whitecaps,Seattle Sounders,0,0
2107,30/10/2017,New York Red Bulls,Toronto FC,1,2
2108,31/10/2017,Houston Dynamo,Portland Timbers,0,0
2109,01/11/2017,Columbus Crew,New York City,4,1
2110,03/11/2017,Seattle Sounders,Vancouver Whitecaps,2,0
2111,05/11/2017,Toronto FC,New York Red Bulls,0,1
2112,05/11/2017,New York City,Columbus Crew,2,0
2113,06/11/2017,Portland Timbers,Houston Dynamo,1,2
2114,22/11/2017,Columbus Crew,Toronto FC,0,0
2115,22/11/2017,Houston Dynamo,Seattle Sounders,0,2
2116,30/11/2017,Toronto FC,Columbus Crew,1,0
2117,01/12/2017,Seattle Sounders,Houston Dynamo,3,0
2118,09/12/2017,Toronto FC,Seattle Sounders,2,0
2119,03/03/2018,Toronto FC,Columbus Crew,0,2
2120,03/03/2018,Houston Dynamo,Atlanta United,4,0
2121,04/03/2018,Philadelphia Union,New England Revolution,2,0
2122,04/03/2018,Orlando City,DC United,1,1
2123,04/03/2018,FC Dallas,Real Salt Lake,1,1
2124,04/03/2018,San Jose Earthquakes,Minnesota United,3,2
2125,04/03/2018,Seattle Sounders,Los Angeles FC,0,1
2126,04/03/2018,Vancouver Whitecaps,Montreal Impact,2,1
2127,05/03/2018,Sporting Kansas City,New York City,0,2
2128,05/03/2018,Los Angeles Galaxy,Portland Timbers,2,1
2129,10/03/2018,Columbus Crew,Montreal Impact,3,2
2130,10/03/2018,New England Revolution,Colorado Rapids,2,1
2131,10/03/2018,Real Salt Lake,Los Angeles FC,1,5
2132,10/03/2018,Chicago Fire,Sporting Kansas City,3,4
2133,10/03/2018,Houston Dynamo,Vancouver Whitecaps,1,2
2134,11/03/2018,New York Red Bulls,Portland Timbers,4,0
2135,11/03/2018,Orlando City,Minnesota United,1,2
2136,11/03/2018,Atlanta United,DC United,3,1
2137,11/03/2018,New York City,Los Angeles Galaxy,2,1
2138,17/03/2018,DC United,Houston Dynamo,2,2
2139,17/03/2018,Minnesota United,Chicago Fire,2,1
2140,17/03/2018,Philadelphia Union,Columbus Crew,0,0
2141,17/03/2018,Montreal Impact,Toronto FC,1,0
2142,17/03/2018,New York City,Orlando City,2,0
2143,17/03/2018,Atlanta United,Vancouver Whitecaps,4,1
2144,18/03/2018,Sporting Kansas City,San Jose Earthquakes,3,2
2145,18/03/2018,Real Salt Lake,New York Red Bulls,1,0
2146,18/03/2018,FC Dallas,Seattle Sounders,3,0
2147,24/03/2018,New England Revolution,New York City,2,2
2148,24/03/2018,FC Dallas,Portland Timbers,1,1
2149,24/03/2018,Columbus Crew,DC United,3,1
2150,24/03/2018,New York Red Bulls,Minnesota United,3,0
2151,25/03/2018,Colorado Rapids,Sporting Kansas City,2,2
2152,25/03/2018,Vancouver Whitecaps,Los Angeles Galaxy,0,0
2153,31/03/2018,Toronto FC,Real Salt Lake,3,1
2154,31/03/2018,Orlando City,New York Red Bulls,4,3
2155,31/03/2018,Columbus Crew,Vancouver Whitecaps,1,2
2156,31/03/2018,Los Angeles Galaxy,Los Angeles FC,4,3
2157,31/03/2018,Chicago Fire,Portland Timbers,2,2
2158,01/04/2018,Minnesota United,Atlanta United,0,1
2159,01/04/2018,San Jose Earthquakes,New York City,1,2
2160,01/04/2018,Houston Dynamo,New England Revolution,0,2
2161,01/04/2018,Sporting Kansas City,DC United,1,0
2162,01/04/2018,Colorado Rapids,Philadelphia Union,3,0
2163,01/04/2018,Seattle Sounders,Montreal Impact,0,1
2164,07/04/2018,New England Revolution,Montreal Impact,4,0
2165,07/04/2018,Atlanta United,Los Angeles FC,5,0
2166,08/04/2018,Philadelphia Union,San Jose Earthquakes,1,1
2167,08/04/2018,FC Dallas,Colorado Rapids,1,1
2168,08/04/2018,Chicago Fire,Columbus Crew,1,0
2169,08/04/2018,Real Salt Lake,Vancouver Whitecaps,2,1
2170,08/04/2018,Orlando City,Portland Timbers,3,2
2171,09/04/2018,Los Angeles Galaxy,Sporting Kansas City,0,2
2172,12/04/2018,New York City,Real Salt Lake,4,0
2173,14/04/2018,Philadelphia Union,Orlando City,0,2
2174,14/04/2018,Vancouver Whitecaps,Los Angeles FC,0,2
2175,14/04/2018,New York Red Bulls,Montreal Impact,3,1
2176,14/04/2018,Colorado Rapids,Toronto FC,2,0
2177,14/04/2018,Chicago Fire,Los Angeles Galaxy,0,1
2178,15/04/2018,DC United,Columbus Crew,1,0
2179,15/04/2018,New England Revolution,FC Dallas,0,1
2180,15/04/2018,Portland Timbers,Minnesota United,3,2
2181,15/04/2018,San Jose Earthquakes,Houston Dynamo,2,2
2182,15/04/2018,Sporting Kansas City,Seattle Sounders,2,2
2183,15/04/2018,Atlanta United,New York City,2,2
2184,21/04/2018,Sporting Kansas City,Vancouver Whitecaps,6,0
2185,21/04/2018,Montreal Impact,Los Angeles FC,3,5
2186,21/04/2018,Houston Dynamo,Toronto FC,5,1
2187,21/04/2018,New York Red Bulls,Chicago Fire,1,2
2188,22/04/2018,Columbus Crew,New England Revolution,2,2
2189,22/04/2018,Orlando City,San Jose Earthquakes,3,2
2190,22/04/2018,FC Dallas,Philadelphia Union,2,0
2191,22/04/2018,Real Salt Lake,Colorado Rapids,3,0
2192,22/04/2018,Los Angeles Galaxy,Atlanta United,0,2
2193,22/04/2018,Seattle Sounders,Minnesota United,3,1
2194,22/04/2018,Portland Timbers,New York City,3,0
2195,28/04/2018,Vancouver Whitecaps,Real Salt Lake,2,0
2196,28/04/2018,Atlanta United,Montreal Impact,4,1
2197,28/04/2018,Toronto FC,Chicago Fire,2,2
2198,28/04/2018,Philadelphia Union,DC United,3,2
2199,29/04/2018,Columbus Crew,San Jose Earthquakes,2,1
2200,29/04/2018,New England Revolution,Sporting Kansas City,1,0
2201,29/04/2018,Minnesota United,Houston Dynamo,2,1
2202,29/04/2018,Los Angeles Galaxy,New York Red Bulls,2,3
2203,29/04/2018,Colorado Rapids,Orlando City,1,2
2204,29/04/2018,New York City,FC Dallas,3,1
2205,30/04/2018,Los Angeles FC,Seattle Sounders,1,0
2206,05/05/2018,Toronto FC,Philadelphia Union,3,0
2207,05/05/2018,Montreal Impact,New England Revolution,4,2
2208,05/05/2018,New York Red Bulls,New York City,4,0
2209,05/05/2018,Minnesota United,Vancouver Whitecaps,1,0
2210,05/05/2018,Los Angeles FC,FC Dallas,1,1
2211,05/05/2018,Seattle Sounders,Columbus Crew,0,0
2212,06/05/2018,Chicago Fire,Atlanta United,1,2
2213,06/05/2018,Houston Dynamo,Los Angeles Galaxy,3,2
2214,06/05/2018,Sporting Kansas City,Colorado Rapids,1,0
2215,06/05/2018,San Jose Earthquakes,Portland Timbers,0,1
2216,06/05/2018,Orlando City,Real Salt Lake,3,1
2217,10/05/2018,Atlanta United,Sporting Kansas City,0,2
2218,10/05/2018,Columbus Crew,Philadelphia Union,1,0
2219,10/05/2018,Toronto FC,Seattle Sounders,1,2
2220,10/05/2018,Chicago Fire,Montreal Impact,1,0
2221,10/05/2018,Los Angeles FC,Minnesota United,2,0
2222,12/05/2018,Vancouver Whitecaps,Houston Dynamo,2,2
2223,12/05/2018,Minnesota United,San Jose Earthquakes,1,3
2224,12/05/2018,Montreal Impact,Philadelphia Union,0,2
2225,12/05/2018,FC Dallas,Los Angeles Galaxy,3,2
2226,13/05/2018,Columbus Crew,Chicago Fire,3,0
2227,13/05/2018,New England Revolution,Toronto FC,3,2
2228,13/05/2018,Colorado Rapids,New York Red Bulls,1,2
2229,13/05/2018,Real Salt Lake,DC United,3,2
2230,13/05/2018,Portland Timbers,Seattle Sounders,1,0
2231,13/05/2018,Orlando City,Atlanta United,1,2
2232,14/05/2018,Los Angeles FC,New York City,2,2
2233,17/05/2018,Vancouver Whitecaps,San Jose Earthquakes,2,2
2234,19/05/2018,Toronto FC,Orlando City,2,1
2235,19/05/2018,New York City,Colorado Rapids,4,0
2236,19/05/2018,Portland Timbers,Los Angeles FC,2,1
2237,19/05/2018,FC Dallas,Vancouver Whitecaps,2,2
2238,20/05/2018,New England Revolution,Columbus Crew,0,1
2239,20/05/2018,Philadelphia Union,Real Salt Lake,4,1
2240,20/05/2018,San Jose Earthquakes,DC United,1,3
2241,20/05/2018,Minnesota United,Sporting Kansas City,1,1
2242,20/05/2018,Chicago Fire,Houston Dynamo,2,3
2243,21/05/2018,Atlanta United,New York Red Bulls,1,3
2244,21/05/2018,Montreal Impact,Los Angeles Galaxy,0,1
2245,26/05/2018,Toronto FC,FC Dallas,0,1
2246,26/05/2018,Houston Dynamo,New York City,3,1
2247,26/05/2018,Los Angeles Galaxy,San Jose Earthquakes,1,0
2248,26/05/2018,Seattle Sounders,Real Salt Lake,0,1
2249,26/05/2018,Vancouver Whitecaps,New England Revolution,3,3
2250,27/05/2018,New York Red Bulls,Philadelphia Union,0,0
2251,27/05/2018,Orlando City,Chicago Fire,1,2
2252,27/05/2018,Minnesota United,Montreal Impact,2,0
2253,27/05/2018,Colorado Rapids,Portland Timbers,2,3
2254,27/05/2018,Los Angeles FC,DC United,1,1
2255,27/05/2018,Sporting Kansas City,Columbus Crew,0,0
2256,31/05/2018,New England Revolution,Atlanta United,1,1
2257,31/05/2018,Philadelphia Union,Chicago Fire,3,1
2258,31/05/2018,Real Salt Lake,Houston Dynamo,2,1
2259,31/05/2018,Los Angeles Galaxy,FC Dallas,2,3
2260,02/06/2018,Colorado Rapids,Vancouver Whitecaps,1,2
2261,02/06/2018,Portland Timbers,Los Angeles Galaxy,1,1
2262,03/06/2018,Atlanta United,Philadelphia Union,3,1
2263,03/06/2018,Columbus Crew,Toronto FC,3,3
2264,03/06/2018,Montreal Impact,Houston Dynamo,1,0
2265,03/06/2018,New England Revolution,New York Red Bulls,2,1
2266,03/06/2018,New York City,Orlando City,3,0
2267,03/06/2018,FC Dallas,Los Angeles FC,2,1
2268,03/06/2018,Chicago Fire,San Jose Earthquakes,2,1
2269,03/06/2018,Real Salt Lake,Seattle Sounders,2,0
2270,04/06/2018,Sporting Kansas City,Minnesota United,4,1
2271,09/06/2018,Philadelphia Union,Toronto FC,0,2
2272,09/06/2018,New York City,Atlanta United,1,1
2273,09/06/2018,Columbus Crew,New York Red Bulls,1,1
2274,10/06/2018,Vancouver Whitecaps,Orlando City,5,2
2275,10/06/2018,FC Dallas,Montreal Impact,2,0
2276,10/06/2018,Chicago Fire,New England Revolution,1,1
2277,10/06/2018,Houston Dynamo,Colorado Rapids,2,0
2278,10/06/2018,Seattle Sounders,DC United,2,1
2279,10/06/2018,Los Angeles Galaxy,Real Salt Lake,3,0
2280,10/06/2018,Portland Timbers,Sporting Kansas City,0,0
2281,10/06/2018,San Jose Earthquakes,Los Angeles FC,3,4
2282,14/06/2018,Columbus Crew,Atlanta United,0,2
2283,14/06/2018,Montreal Impact,Orlando City,3,0
2284,14/06/2018,New York Red Bulls,Seattle Sounders,2,1
2285,14/06/2018,Toronto FC,DC United,4,4
2286,14/06/2018,Colorado Rapids,Chicago Fire,2,2
2287,14/06/2018,San Jose Earthquakes,New England Revolution,2,2
2288,23/06/2018,Philadelphia Union,Vancouver Whitecaps,4,0
2289,23/06/2018,New York Red Bulls,FC Dallas,3,0
2290,24/06/2018,Orlando City,Montreal Impact,0,2
2291,24/06/2018,Sporting Kansas City,Houston Dynamo,3,2
2292,24/06/2018,Colorado Rapids,Minnesota United,3,2
2293,24/06/2018,Real Salt Lake,San Jose Earthquakes,1,1
2294,24/06/2018,Seattle Sounders,Chicago Fire,1,1
2295,24/06/2018,Los Angeles FC,Columbus Crew,2,0
2296,24/06/2018,Atlanta United,Portland Timbers,1,1
2297,24/06/2018,New York City,Toronto FC,2,1
